taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Farancia_erytrogramma_seminola;Colubridae;Dipsadinae;Farancia;;erytrogramma;PALISSOT DE BEAUVOIS, 1802;subsp.;seminola;NEILL, 1964
Ferania_sieboldii;Homalopsidae;;Ferania;;sieboldii;(SCHLEGEL, 1837);;;
Feylinia_boulengeri;Scincidae;Scincinae;Feylinia;;boulengeri;(CHABANAUD, 1917);;;
Feylinia_currori;Scincidae;Scincinae;Feylinia;;currori;GRAY, 1845;;;
Feylinia_elegans;Scincidae;Scincinae;Feylinia;;elegans;(HALLOWELL, 1854);;;
Feylinia_grandisquamis;Scincidae;Scincinae;Feylinia;;grandisquamis;MÜLLER, 1910;;;
Feylinia_macrolepis;Scincidae;Scincinae;Feylinia;;macrolepis;BOETTGER, 1887;;;
Feylinia_polylepis;Scincidae;Scincinae;Feylinia;;polylepis;BOCAGE, 1887;;;
Ficimia_hardyi;Colubridae;Colubrinae;Ficimia;;hardyi;MENDOZA-QUIJANO & SMITH, 1993;;;
Ficimia_olivacea;Colubridae;Colubrinae;Ficimia;;olivacea;GRAY, 1849;;;
Ficimia_publia;Colubridae;Colubrinae;Ficimia;;publia;COPE, 1866;;;
Ficimia_publia_publia;Colubridae;Colubrinae;Ficimia;;publia;COPE, 1866;subsp.;publia;COPE, 1866
Ficimia_publia_taylori;Colubridae;Colubrinae;Ficimia;;publia;COPE, 1866;subsp.;taylori;SMITH, 1947
Ficimia_ramirezi;Colubridae;Colubrinae;Ficimia;;ramirezi;SMITH & LANGEBARTEL, 1949;;;
Ficimia_ruspator;Colubridae;Colubrinae;Ficimia;;ruspator;SMITH & TAYLOR, 1941;;;
Ficimia_streckeri;Colubridae;Colubrinae;Ficimia;;streckeri;TAYLOR, 1931;;;
Ficimia_variegata;Colubridae;Colubrinae;Ficimia;;variegata;(GÜNTHER, 1858);;;
Fimbrios_klossi;Xenodermidae;;Fimbrios;;klossi;SMITH, 1921;;;
Fimbrios_smithi;Xenodermidae;;Fimbrios;;smithi;ZIEGLER, DAVID, MIRALLES, VAN KIEN & QUANG TRUONG, 2008;;;
Flexiseps_alluaudi;Scincidae;Scincinae;Flexiseps;;alluaudi;(BRYGOO, 1981);;;
Flexiseps_andranovahensis;Scincidae;Scincinae;Flexiseps;;andranovahensis;(ANGEL, 1933);;;
Flexiseps_ardouini;Scincidae;Scincinae;Flexiseps;;ardouini;(MOCQUARD, 1897);;;
Flexiseps_crenni;Scincidae;Scincinae;Flexiseps;;crenni;(MOCQUARD, 1906);;;
Flexiseps_decaryi;Scincidae;Scincinae;Flexiseps;;decaryi;(ANGEL, 1930);;;
Flexiseps_elongatus;Scincidae;Scincinae;Flexiseps;;elongatus;(ANGEL, 1933);;;
Flexiseps_johannae;Scincidae;Scincinae;Flexiseps;;johannae;(GÜNTHER, 1880);;;
Flexiseps_mandokava;Scincidae;Scincinae;Flexiseps;;mandokava;RAXWORTHY & NUSSBAUM, 1993;;;
Flexiseps_melanurus;Scincidae;Scincinae;Flexiseps;;melanurus;(GÜNTHER, 1877);;;
Flexiseps_meva;Scincidae;Scincinae;Flexiseps;;meva;MIRALLES, RASELIMANANA, RAKOTOMALALA, VENCES & VIEITES, 2011;;;
Flexiseps_ornaticeps;Scincidae;Scincinae;Flexiseps;;ornaticeps;(BOULENGER, 1896);;;
Flexiseps_stylus;Scincidae;Scincinae;Flexiseps;;stylus;ANDREONE & GREER, 2002;;;
Flexiseps_tanysoma;Scincidae;Scincinae;Flexiseps;;tanysoma;ANDREONE & GREER, 2002;;;
Flexiseps_tsaratananensis;Scincidae;Scincinae;Flexiseps;;tsaratananensis;(BRYGOO, 1981);;;
Flexiseps_valhallae;Scincidae;Scincinae;Flexiseps;;valhallae;(BOULENGER, 1909);;;
Fojia_bumui;Scincidae;Sphenomorphinae;Fojia;;bumui;GREER & SIMON, 1982;;;
Fordonia_leucobalia;Homalopsidae;;Fordonia;;leucobalia;(SCHLEGEL, 1837);;;
Furcifer_angeli;Chamaeleonidae;;Furcifer;;angeli;(BRYGOO & DOMERGUE, 1968);;;
Furcifer_antimena;Chamaeleonidae;;Furcifer;;antimena;(GRANDIDIER, 1872);;;
Furcifer_balteatus;Chamaeleonidae;;Furcifer;;balteatus;(DUMÉRIL & BIBRON, 1851);;;
Furcifer_belalandaensis;Chamaeleonidae;;Furcifer;;belalandaensis;(BRYGOO & DOMERGUE, 1970);;;
Furcifer_bifidus;Chamaeleonidae;;Furcifer;;bifidus;(BRONGNIART, 1800);;;
Furcifer_campani;Chamaeleonidae;;Furcifer;;campani;(GRANDIDIER, 1872);;;
Furcifer_cephalolepis;Chamaeleonidae;;Furcifer;;cephalolepis;(GÜNTHER, 1880);;;
Furcifer_labordi;Chamaeleonidae;;Furcifer;;labordi;(GRANDIDIER, 1872);;;
Furcifer_lateralis;Chamaeleonidae;;Furcifer;;lateralis;(GRAY, 1831);;;
Furcifer_major;Chamaeleonidae;;Furcifer;;major;(BRYGOO, 1971);;;
Furcifer_minor;Chamaeleonidae;;Furcifer;;minor;(GÜNTHER, 1879);;;
Furcifer_monoceras;Chamaeleonidae;;Furcifer;;monoceras;(BOETTGER, 1913);;;
Furcifer_nicosiai;Chamaeleonidae;;Furcifer;;nicosiai;JESU, MATTIOLI & SCHIMMENTI, 1999;;;
Furcifer_oustaleti;Chamaeleonidae;;Furcifer;;oustaleti;(MOCQUARD, 1894);;;
Furcifer_pardalis;Chamaeleonidae;;Furcifer;;pardalis;(CUVIER, 1829);;;
Furcifer_petteri;Chamaeleonidae;;Furcifer;;petteri;(BRYGOO & DOMERGUE, 1966);;;
Furcifer_polleni;Chamaeleonidae;;Furcifer;;polleni;(PETERS, 1874);;;
Furcifer_rhinoceratus;Chamaeleonidae;;Furcifer;;rhinoceratus;(GRAY, 1845);;;
Furcifer_timoni;Chamaeleonidae;;Furcifer;;timoni;GLAW, KÖHLER & VENCES, 2009;;;
Furcifer_tuzetae;Chamaeleonidae;;Furcifer;;tuzetae;(BRYGOO, BOURGAT & DOMERGUE, 1972);;;
Furcifer_verrucosus;Chamaeleonidae;;Furcifer;;verrucosus;CUVIER, 1829;;;
Furcifer_verrucosus_semicristatus;Chamaeleonidae;;Furcifer;;verrucosus;CUVIER, 1829;subsp.;semicristatus;(BOETTGER, 1894)
Furcifer_verrucosus_verrucosus;Chamaeleonidae;;Furcifer;;verrucosus;CUVIER, 1829;subsp.;verrucosus;(CUVIER, 1829)
Furcifer_viridis;Chamaeleonidae;;Furcifer;;viridis;FLORIO, INGRAM, RAKOTONDRAVONY, LOUIS JR & RAXWORTHY, 2012;;;
Furcifer_voeltzkowi;Chamaeleonidae;;Furcifer;;voeltzkowi;(BOETTGER, 1893);;;
Furcifer_willsii;Chamaeleonidae;;Furcifer;;willsii;(GÜNTHER, 1890);;;
Furina_barnardi;Elapidae;Hydrophiinae;Furina;;barnardi;(KINGHORN, 1939);;;
Furina_diadema;Elapidae;Hydrophiinae;Furina;;diadema;(SCHLEGEL, 1837);;;
Furina_dunmalli;Elapidae;Hydrophiinae;Furina;;dunmalli;(WORRELL, 1955);;;
Furina_ornata;Elapidae;Hydrophiinae;Furina;;ornata;(GRAY, 1842);;;
Furina_tristis;Elapidae;Hydrophiinae;Furina;;tristis;(GÜNTHER, 1858);;;
Gallotia_atlantica;Lacertidae;Gallotiinae;Gallotia;;atlantica;(PETERS & DORIA, 1882);;;
Gallotia_atlantica_atlantica;Lacertidae;Gallotiinae;Gallotia;;atlantica;(PETERS & DORIA, 1882);subsp.;atlantica;(PETERS & DORIA, 1882)
Gallotia_atlantica_mahoratae;Lacertidae;Gallotiinae;Gallotia;;atlantica;(PETERS & DORIA, 1882);subsp.;mahoratae;BISCHOFF, 1985
Gallotia_auaritae;Lacertidae;Gallotiinae;Gallotia;;auaritae;MATEO, GARCIA-MARQUEZ, LÓPEZ-JURADO & BARAHONA, 2001;;;
Gallotia_bravoana;Lacertidae;Gallotiinae;Gallotia;;bravoana;HUTTERER, 1985;;;
Gallotia_caesaris;Lacertidae;Gallotiinae;Gallotia;;caesaris;LEHRS, 1914;;;
Gallotia_caesaris_caesaris;Lacertidae;Gallotiinae;Gallotia;;caesaris;LEHRS, 1914;subsp.;caesaris;(LEHRS, 1914)
Gallotia_caesaris_gomerae;Lacertidae;Gallotiinae;Gallotia;;caesaris;LEHRS, 1914;subsp.;gomerae;(BOETTGER & MÜLLER, 1914)
Gallotia_galloti;Lacertidae;Gallotiinae;Gallotia;;galloti;(OUDART, 1839);;;
Gallotia_galloti_eisentrauti;Lacertidae;Gallotiinae;Gallotia;;galloti;(OUDART, 1839);subsp.;eisentrauti;BISCHOFF, 1982
Gallotia_galloti_galloti;Lacertidae;Gallotiinae;Gallotia;;galloti;(OUDART, 1839);subsp.;galloti;(OUDART, 1839)
Gallotia_galloti_insulanagae;Lacertidae;Gallotiinae;Gallotia;;galloti;(OUDART, 1839);subsp.;insulanagae;MARTIN, 1985
Gallotia_galloti_palmae;Lacertidae;Gallotiinae;Gallotia;;galloti;(OUDART, 1839);subsp.;palmae;(BOETTGER & MÜLLER, 1914)
Gallotia_intermedia;Lacertidae;Gallotiinae;Gallotia;;intermedia;BARRBADILLO, LACOBA, PÉREZ-MELLADO, SANCHO & LÓPEZ-JURADO, 1999;;;
Gallotia_simonyi;Lacertidae;Gallotiinae;Gallotia;;simonyi;(STEINDACHNER, 1889);;;
Gallotia_simonyi_machadoi;Lacertidae;Gallotiinae;Gallotia;;simonyi;(STEINDACHNER, 1889);subsp.;machadoi;LÓPEZ-JURADO, 1989
Gallotia_simonyi_simonyi;Lacertidae;Gallotiinae;Gallotia;;simonyi;(STEINDACHNER, 1889);subsp.;simonyi;(STEINDACHNER, 1889)
Gallotia_stehlini;Lacertidae;Gallotiinae;Gallotia;;stehlini;(SCHENKEL, 1901);;;
Gambelia_copeii;Crotaphytidae;;Gambelia;;copeii;(YARROW, 1882);;;
Gambelia_sila;Crotaphytidae;;Gambelia;;sila;(STEJNEGER, 1890);;;
Gambelia_wislizenii;Crotaphytidae;;Gambelia;;wislizenii;(BAIRD & GIRARD, 1852);;;
Garthia_gaudichaudii;Phyllodactylidae;;Garthia;;gaudichaudii;(DUMÉRIL & BIBRON, 1836);;;
Garthia_gaudichaudii_dorbignii;Phyllodactylidae;;Garthia;;gaudichaudii;(DUMÉRIL & BIBRON, 1836);subsp.;dorbignii;(DUMÉRIL & BIBRON, 1836)
Garthia_gaudichaudii_gaudichaudii;Phyllodactylidae;;Garthia;;gaudichaudii;(DUMÉRIL & BIBRON, 1836);subsp.;gaudichaudii;DUMÉRIL & BIBRON, 1836
Garthia_gaudichaudii_klugei;Phyllodactylidae;;Garthia;;gaudichaudii;(DUMÉRIL & BIBRON, 1836);subsp.;klugei;DONOSO-BARROS, 1970
Garthia_penai;Phyllodactylidae;;Garthia;;penai;(DONOSO-BARROS, 1966);;;
Garthius_chaseni;Viperidae;Crotalinae;Garthius;;chaseni;(SMITH, 1931);;;
Gastropholis_echinata;Lacertidae;;Gastropholis;;echinata;(COPE, 1862);;;
Gastropholis_prasina;Lacertidae;;Gastropholis;;prasina;WERNER, 1904;;;
Gastropholis_tropidopholis;Lacertidae;;Gastropholis;;tropidopholis;(BOULENGER, 1916);;;
Gastropholis_vittata;Lacertidae;;Gastropholis;;vittata;FISCHER, 1886;;;
Gavialis_gangeticus;Gavialidae;;Gavialis;;gangeticus;(GMELIN, 1789);;;
Geagras_redimitus;Colubridae;Colubrinae;Geagras;;redimitus;COPE, 1875;;;
Geckolepis_humbloti;Gekkonidae;;Geckolepis;;humbloti;VAILLANT, 1887;;;
Geckolepis_maculata;Gekkonidae;;Geckolepis;;maculata;PETERS, 1880;;;
Geckolepis_megalepis;Gekkonidae;;Geckolepis;;megalepis;SCHERZ, DAZA, KÖHLER, VENCES & GLAW, 2017;;;
Geckolepis_polylepis;Gekkonidae;;Geckolepis;;polylepis;BOETTGER, 1893;;;
Geckolepis_typica;Gekkonidae;;Geckolepis;;typica;GRANDIDIER, 1867;;;
Gehyra_angusticaudata;Gekkonidae;;Gehyra;;angusticaudata;(TAYLOR, 1963);;;
Gehyra_australis;Gekkonidae;;Gehyra;;australis;(GRAY, 1845);;;
Gehyra_baliola;Gekkonidae;;Gehyra;;baliola;(DUMÉRIL, 1851);;;
Gehyra_barea;Gekkonidae;;Gehyra;;barea;KOPSTEIN, 1926;;;
Gehyra_borroloola;Gekkonidae;;Gehyra;;borroloola;KING, 1984;;;
Gehyra_brevipalmata;Gekkonidae;;Gehyra;;brevipalmata;(PETERS, 1874);;;
Gehyra_capensis;Gekkonidae;;Gehyra;;capensis;KEALLEY, DOUGHTY, PEPPER, KEOGH, HILLYER & HUEY, 2018;;;
Gehyra_catenata;Gekkonidae;;Gehyra;;catenata;LOW, 1979;;;
Gehyra_crypta;Gekkonidae;;Gehyra;;crypta;KEALLEY, DOUGHTY, PEPPER, KEOGH, HILLYER & HUEY, 2018;;;
Gehyra_dubia;Gekkonidae;;Gehyra;;dubia;(MACLEAY, 1877);;;
Gehyra_einasleighensis;Gekkonidae;;Gehyra;;einasleighensis;BOURKE, PRATT, VANDERDUYS & MORITZ, 2017;;;
Gehyra_fehlmanni;Gekkonidae;;Gehyra;;fehlmanni;(TAYLOR, 1962);;;
Gehyra_fenestrula;Gekkonidae;;Gehyra;;fenestrula;DOUGHTY, BAUER, PEPPER & KEOGH, 2018;;;
Gehyra_finipunctata;Gekkonidae;;Gehyra;;finipunctata;DOUGHTY, BAUER, PEPPER, KEOGH & ELLIS, 2018;;;
Gehyra_georgpotthasti;Gekkonidae;;Gehyra;;georgpotthasti;FLECKS, SCHMITZ, BÖHME, HENKEL & INEICH, 2012;;;
Gehyra_girloorloo;Gekkonidae;;Gehyra;;girloorloo;OLIVER, BOURKE, PRATT, DOUGHTY & MORITZ, 2016;;;
Gehyra_granulum;Gekkonidae;;Gehyra;;granulum;DOUGHTY, PALMER, BOURKE, TEDESCHI, OLIVER & MORITZ, 2018;;;
Gehyra_incognita;Gekkonidae;;Gehyra;;incognita;KEALLEY, DOUGHTY, PEPPER, KEOGH, HILLYER & HUEY, 2018;;;
Gehyra_insulensis;Gekkonidae;;Gehyra;;insulensis;(GIRARD, 1858);;;
Gehyra_interstitialis;Gekkonidae;;Gehyra;;interstitialis;OUDEMANS, 1894;;;
Gehyra_kimberleyi;Gekkonidae;;Gehyra;;kimberleyi;BÖRNER & SCHÜTTLER, 1982;;;
Gehyra_koira;Gekkonidae;;Gehyra;;koira;HORNER, 2005;;;
Gehyra_koira_ipsa;Gekkonidae;;Gehyra;;koira;HORNER, 2005;subsp.;ipsa;HORNER, 2005
Gehyra_koira_koira;Gekkonidae;;Gehyra;;koira;HORNER, 2005;subsp.;koira;HORNER, 2005
Gehyra_lacerata;Gekkonidae;;Gehyra;;lacerata;(TAYLOR, 1962);;;
Gehyra_lazelli;Gekkonidae;;Gehyra;;lazelli;(WELLS & WELLINGTON, 1985);;;
Gehyra_leopoldi;Gekkonidae;;Gehyra;;leopoldi;BRONGERSMA, 1930;;;
Gehyra_macra;Gekkonidae;;Gehyra;;macra;DOUGHTY, BAUER, PEPPER & KEOGH, 2018;;;
Gehyra_marginata;Gekkonidae;;Gehyra;;marginata;BOULENGER, 1887;;;
Gehyra_media;Gekkonidae;;Gehyra;;media;DOUGHTY, BAUER, PEPPER & KEOGH, 2018;;;
Gehyra_membranacruralis;Gekkonidae;;Gehyra;;membranacruralis;KING & HORNER, 1989;;;
Gehyra_micra;Gekkonidae;;Gehyra;;micra;DOUGHTY, BAUER, PEPPER & KEOGH, 2018;;;
Gehyra_minuta;Gekkonidae;;Gehyra;;minuta;KING, 1982;;;
Gehyra_montium;Gekkonidae;;Gehyra;;montium;STORR, 1982;;;
Gehyra_moritzi;Gekkonidae;;Gehyra;;moritzi;HUTCHINSON, SISTROM, DONNELLAN & HUTCHINSON, 2014;;;
Gehyra_multiporosa;Gekkonidae;;Gehyra;;multiporosa;DOUGHTY, PALMER, SISTROM, BAUER & DONNELLAN, 2012;;;
Gehyra_mutilata;Gekkonidae;;Gehyra;;mutilata;(WIEGMANN, 1834);;;
Gehyra_nana;Gekkonidae;;Gehyra;;nana;STORR, 1978;;;
Gehyra_occidentalis;Gekkonidae;;Gehyra;;occidentalis;KING, 1984;;;
Gehyra_oceanica;Gekkonidae;;Gehyra;;oceanica;(LESSON, 1830);;;
Gehyra_ocellata;Gekkonidae;;Gehyra;;ocellata;KEALLEY, DOUGHTY, PEPPER, KEOGH, HILLYER & HUEY, 2018;;;
Gehyra_pamela;Gekkonidae;;Gehyra;;pamela;KING, 1982;;;
Gehyra_papuana;Gekkonidae;;Gehyra;;papuana;MEYER, 1874;;;
Gehyra_paranana;Gekkonidae;;Gehyra;;paranana;BOURKE, DOUGHTY, TEDESCHI, OLIVER & MORITZ, 2018;;;
Gehyra_peninsularis;Gekkonidae;;Gehyra;;peninsularis;DOUGHTY, BAUER, PEPPER & KEOGH, 2018;;;
Gehyra_pilbara;Gekkonidae;;Gehyra;;pilbara;MITCHELL, 1965;;;
Gehyra_pluraporosa;Gekkonidae;;Gehyra;;pluraporosa;BOURKE, DOUGHTY, TEDESCHI, OLIVER, MYERS & MORITZ, 2018;;;
Gehyra_polka;Gekkonidae;;Gehyra;;polka;DOUGHTY, BAUER, PEPPER & KEOGH, 2018;;;
Gehyra_pseudopunctata;Gekkonidae;;Gehyra;;pseudopunctata;DOUGHTY, BOURKE, TEDESCHI, OLIVER & MORITZ, 2018;;;
Gehyra_pulingka;Gekkonidae;;Gehyra;;pulingka;HUTCHINSON, SISTROM, DONNELLAN & HUTCHINSON, 2014;;;
Gehyra_punctata;Gekkonidae;;Gehyra;;punctata;(FRY, 1914);;;
Gehyra_purpurascens;Gekkonidae;;Gehyra;;purpurascens;STORR, 1982;;;
Gehyra_robusta;Gekkonidae;;Gehyra;;robusta;KING, 1984;;;
Gehyra_rohan;Gekkonidae;;Gehyra;;rohan;OLIVER, CLEGG, FISHER, RICHARDS, TAYLOR & JOCQUE, 2016;;;
Gehyra_serraticauda;Gekkonidae;;Gehyra;;serraticauda;SKIPWITH & OLIVER, 2014;;;
Gehyra_spheniscus;Gekkonidae;;Gehyra;;spheniscus;DOUGHTY, PALMER, SISTROM, BAUER & DONNELLAN, 2012;;;
Gehyra_unguiculata;Gekkonidae;;Gehyra;;unguiculata;KEALLEY, DOUGHTY, PEPPER, KEOGH, HILLYER & HUEY, 2018;;;
Gehyra_variegata;Gekkonidae;;Gehyra;;variegata;(DUMÉRIL & BIBRON, 1836);;;
Gehyra_versicolor;Gekkonidae;;Gehyra;;versicolor;HUTCHINSON, SISTROM, DONNELLAN & HUTCHINSON, 2014;;;
Gehyra_vorax;Gekkonidae;;Gehyra;;vorax;GIRARD, 1858;;;
Gehyra_xenopus;Gekkonidae;;Gehyra;;xenopus;STORR, 1978;;;
Gekko_aaronbaueri;Gekkonidae;;Gekko;;aaronbaueri;TRI, THAI, PHIMVOHAN, DAVID & TEYNIÉ, 2015;;;
Gekko_adleri;Gekkonidae;;Gekko;;adleri;NGUYEN, WANG, YANG, LEHMANN, LE, ZIEGLER & BONKOWSKI, 2013;;;
Gekko_albofasciolatus;Gekkonidae;;Gekko;;albofasciolatus;(GÜNTHER, 1867);;;
Gekko_athymus;Gekkonidae;;Gekko;;athymus;BROWN & ALCALA, 1962;;;
Gekko_auriverrucosus;Gekkonidae;;Gekko;;auriverrucosus;ZHOU & LIU, 1982;;;
Gekko_badenii;Gekkonidae;;Gekko;;badenii;SZCZERBAK & NEKRASOVA, 1994;;;
Gekko_boehmei;Gekkonidae;;Gekko;;boehmei;LUU, CALAME, NGUYEN, LE & ZIEGLER, 2015;;;
Gekko_bonkowskii;Gekkonidae;;Gekko;;bonkowskii;LUU, CALAME, NGUYEN, LE & ZIEGLER, 2015;;;
Gekko_canaensis;Gekkonidae;;Gekko;;canaensis;NGO & GAMBLE, 2011;;;
Gekko_canhi;Gekkonidae;;Gekko;;canhi;RÖSLER, NGUYEN, VAN DOAN, HO, NGUYEN & ZIEGLER, 2010;;;
Gekko_carusadensis;Gekkonidae;;Gekko;;carusadensis;LINKEM, SILER, DIESMOS, SY & BROWN, 2010;;;
Gekko_chinensis;Gekkonidae;;Gekko;;chinensis;(GRAY, 1842);;;
Gekko_coi;Gekkonidae;;Gekko;;coi;BROWN, SILER, OLIVEROS, DIESMOS & ALCALA, 2011;;;
Gekko_crombota;Gekkonidae;;Gekko;;crombota;BROWN, OLIVEROS, SILER & DIESMOS, 2008;;;
Gekko_ernstkelleri;Gekkonidae;;Gekko;;ernstkelleri;RÖSLER, SILER, BROWN, DEMEGLIO & GAULKE, 2006;;;
Gekko_gecko;Gekkonidae;;Gekko;;gecko;(LINNAEUS, 1758);;;
Gekko_gecko_azhari;Gekkonidae;;Gekko;;gecko;(LINNAEUS, 1758);subsp.;azhari;MERTENS, 1955
Gekko_gecko_gecko;Gekkonidae;;Gekko;;gecko;(LINNAEUS, 1758);subsp.;gecko;(LINNAEUS, 1758)
Gekko_gigante;Gekkonidae;;Gekko;;gigante;BROWN & ALCALA, 1978;;;
Gekko_grossmanni;Gekkonidae;;Gekko;;grossmanni;GÜNTHER, 1994;;;
Gekko_guishanicus;Gekkonidae;;Gekko;;guishanicus;LIN & YAO, 2016;;;
Gekko_hokouensis;Gekkonidae;;Gekko;;hokouensis;POPE, 1928;;;
Gekko_japonicus;Gekkonidae;;Gekko;;japonicus;(SCHLEGEL, 1836);;;
Gekko_kikuchii;Gekkonidae;;Gekko;;kikuchii;(OSHIMA, 1912);;;
Gekko_kwangsiensis;Gekkonidae;;Gekko;;kwangsiensis;YANG, 2015;;;
Gekko_lauhachindai;Gekkonidae;;Gekko;;lauhachindai;PANITVONG, SUMONTHA, KONLEK & KUNYA, 2010;;;
Gekko_liboensis;Gekkonidae;;Gekko;;liboensis;ZHOU, LIU & LI, 1982;;;
Gekko_melli;Gekkonidae;;Gekko;;melli;(VOGT, 1922);;;
Gekko_mindorensis;Gekkonidae;;Gekko;;mindorensis;TAYLOR, 1919;;;
Gekko_monarchus;Gekkonidae;;Gekko;;monarchus;(SCHLEGEL, 1836);;;
Gekko_nadenensis;Gekkonidae;;Gekko;;nadenensis;LUU, NGUYEN, LE, BONKOWSKI & ZIEGLER, 2017;;;
Gekko_nutaphandi;Gekkonidae;;Gekko;;nutaphandi;BAUER, SUMONTHA & PAUWELS, 2008;;;
Gekko_palawanensis;Gekkonidae;;Gekko;;palawanensis;TAYLOR, 1925;;;
Gekko_palmatus;Gekkonidae;;Gekko;;palmatus;BOULENGER, 1907;;;
Gekko_petricolus;Gekkonidae;;Gekko;;petricolus;TAYLOR, 1962;;;
Gekko_porosus;Gekkonidae;;Gekko;;porosus;TAYLOR, 1922;;;
Gekko_reevesii;Gekkonidae;;Gekko;;reevesii;(GRAY, 1831);;;
Gekko_remotus;Gekkonidae;;Gekko;;remotus;RÖSLER, INEICH, WILMS & BÖHME, 2012;;;
Gekko_romblon;Gekkonidae;;Gekko;;romblon;BROWN & ALCALA, 1978;;;
Gekko_rossi;Gekkonidae;;Gekko;;rossi;BROWN, OLIVEROS, SILER & DIESMOS, 2009;;;
Gekko_russelltraini;Gekkonidae;;Gekko;;russelltraini;NGO VAN TRI, BAUER, WOOD, & JL GRISMER, 2009;;;
Gekko_scabridus;Gekkonidae;;Gekko;;scabridus;LIU & ZHOU, 1982;;;
Gekko_scientiadventura;Gekkonidae;;Gekko;;scientiadventura;RÖSLER, ZIEGLER, VU, HERRMANN & BÖHME, 2004;;;
Gekko_sengchanthavongi;Gekkonidae;;Gekko;;sengchanthavongi;LUU, CALAME, NGUYEN, LE & ZIEGLER, 2015;;;
Gekko_shibatai;Gekkonidae;;Gekko;;shibatai;TODA, SENGOKU, HIKIDA & OTA, 2008;;;
Gekko_siamensis;Gekkonidae;;Gekko;;siamensis;GROSSMANN & ULBER, 1990;;;
Gekko_similignum;Gekkonidae;;Gekko;;similignum;SMITH, 1923;;;
Gekko_smithii;Gekkonidae;;Gekko;;smithii;GRAY, 1842;;;
Gekko_subpalmatus;Gekkonidae;;Gekko;;subpalmatus;(GÜNTHER, 1864);;;
Gekko_swinhonis;Gekkonidae;;Gekko;;swinhonis;GÜNTHER, 1864;;;
Gekko_taibaiensis;Gekkonidae;;Gekko;;taibaiensis;SONG, 1985;;;
Gekko_takouensis;Gekkonidae;;Gekko;;takouensis;NGO & GAMBLE, 2010;;;
Gekko_tawaensis;Gekkonidae;;Gekko;;tawaensis;OKADA, 1956;;;
Gekko_thakhekensis;Gekkonidae;;Gekko;;thakhekensis;LUU, CALAME, NGUYEN, LE, BONKOWSKI & ZIEGLER, 2014;;;
Gekko_truongi;Gekkonidae;;Gekko;;truongi;PHUNG & ZIEGLER, 2011;;;
Gekko_verreauxi;Gekkonidae;;Gekko;;verreauxi;TYTLER, 1865;;;
Gekko_vertebralis;Gekkonidae;;Gekko;;vertebralis;TODA, SENGOKU, HIKIDA & OTA, 2008;;;
Gekko_vietnamensis;Gekkonidae;;Gekko;;vietnamensis;SANG, 2010;;;
Gekko_vittatus;Gekkonidae;;Gekko;;vittatus;HOUTTUYN, 1782;;;
Gekko_wenxianensis;Gekkonidae;;Gekko;;wenxianensis;ZHOU & WANG, 2008;;;
Gekko_yakuensis;Gekkonidae;;Gekko;;yakuensis;MATSUI & OKADA, 1968;;;
Gelanesaurus_cochranae;Gymnophthalmidae;Cercosaurinae;Gelanesaurus;;cochranae;(BURT & BURT, 1931);;;
Gelanesaurus_flavogularis;Gymnophthalmidae;Cercosaurinae;Gelanesaurus;;flavogularis;ALTAMIRANO-BENAVIDES, ZAHER, LOBO, GRAZZIOTIN, SALES-NUNES & RODRIGUES, 2013;;;
Geocalamus_acutus;Amphisbaenidae;;Geocalamus;;acutus;STERNFELD, 1912;;;
Geocalamus_modestus;Amphisbaenidae;;Geocalamus;;modestus;GÜNTHER, 1880;;;
Geochelone_elegans;Testudinidae;;Geochelone;;elegans;(SCHOEPFF, 1795);;;
Geochelone_platynota;Testudinidae;;Geochelone;;platynota;(BLYTH, 1863);;;
Geoclemys_hamiltonii;Geoemydidae;Geoemydinae;Geoclemys;;hamiltonii;(GRAY, 1831);;;
Geoemyda_japonica;Geoemydidae;Geoemydinae;Geoemyda;;japonica;FAN, 1931;;;
Geoemyda_spengleri;Geoemydidae;Geoemydinae;Geoemyda;;spengleri;(GMELIN, 1789);;;
Geomyersia_coggeri;Scincidae;Eugongylinae;Geomyersia;;coggeri;GREER, 1982;;;
Geomyersia_glabra;Scincidae;Eugongylinae;Geomyersia;;glabra;GREER & PARKER, 1968;;;
Geophis_anocularis;Colubridae;Dipsadinae;Geophis;;anocularis;DUNN, 1920;;;
Geophis_bellus;Colubridae;Dipsadinae;Geophis;;bellus;MYERS, 2003;;;
Geophis_betaniensis;Colubridae;Dipsadinae;Geophis;;betaniensis;RESTREPO & WRIGHT, 1987;;;
Geophis_bicolor;Colubridae;Dipsadinae;Geophis;;bicolor;GÜNTHER, 1868;;;
Geophis_blanchardi;Colubridae;Dipsadinae;Geophis;;blanchardi;TAYLOR & SMITH, 1939;;;
Geophis_brachycephalus;Colubridae;Dipsadinae;Geophis;;brachycephalus;(COPE, 1871);;;
Geophis_cancellatus;Colubridae;Dipsadinae;Geophis;;cancellatus;SMITH, 1941;;;
Geophis_carinosus;Colubridae;Dipsadinae;Geophis;;carinosus;STUART, 1941;;;
Geophis_chalybeus;Colubridae;Dipsadinae;Geophis;;chalybeus;(WAGLER, 1830);;;
Geophis_championi;Colubridae;Dipsadinae;Geophis;;championi;BOULENGER, 1894;;;
